CustomerID,Age,Gender,City,State,Country,Segment,Income,SignupDate,LifetimeValue,LoyaltyTier
CUST000196,26,Female,New York,NY,USA,New,15900.0,2023-04-30,4044.26,Silver
CUST000197,46,Male,Houston,TX,USA,Regular,55600.0,2021-08-01,1995.4,Bronze
CUST000198,32,Female,Bengaluru,Karnataka,India,Regular,31200.0,2021-11-20,7663.54,Platinum
CUST000199,37,Male,Manchester,England,UK,Regular,31700.0,2023-10-19,6854.7,Gold
CUST000200,35,Female,Hyderabad,Telangana,India,Regular,32000.0,2023-03-14,1823.43,Bronze
CUST000201,42,Male,Los Angeles,CA,USA,Regular,58900.0,2020-04-09,3200.06,Silver
CUST000202,56,Other,Birmingham,England,UK,Budget,17000.0,2020-04-04,619.23,Bronze
CUST000203,39,Male,Bengaluru,Karnataka,India,Regular,47500.0,2023-01-21,4978.42,Gold
CUST000204,46,Female,Chennai,Tamil Nadu,India,Premium,39100.0,2021-01-06,5590.17,Gold
CUST000205,18,Female,New York,NY,USA,New,37900.0,2024-08-22,991.54,Bronze
CUST000206,37,Male,Dallas,TX,USA,Budget,32700.0,2020-08-25,4158.15,Silver
CUST000207,27,Male,Hyderabad,Telangana,India,Budget,41000.0,2023-05-29,774.71,Bronze
CUST000208,22,Male,Hyderabad,Telangana,India,Regular,18100.0,2021-10-28,2120.38,Bronze
CUST000209,26,Other,Dallas,TX,USA,New,28600.0,2021-12-02,1590.74,Bronze
CUST000210,33,Female,Leeds,England,UK,Budget,44700.0,2020-10-20,1278.88,Bronze
CUST000211,49,Female,Houston,TX,USA,Regular,55000.0,2020-03-21,980.37,Bronze
CUST000212,20,Male,Phoenix,AZ,USA,Premium,59800.0,2023-03-03,3009.61,Silver
CUST000213,38,Female,Chicago,IL,USA,Regular,36400.0,2022-04-20,7014.7,Gold
CUST000214,31,Male,Seattle,WA,USA,Budget,24900.0,2021-09-11,1834.56,Bronze
CUST000215,33,Male,Delhi,Delhi,India,Regular,30700.0,2022-01-27,2757.49,Silver
CUST000216,51,Male,Phoenix,AZ,USA,Budget,27900.0,2023-05-02,174.92,Bronze
CUST000217,44,Male,Delhi,Delhi,India,Budget,27200.0,2023-02-02,4549.57,Gold
CUST000218,55,Female,Manchester,England,UK,Budget,13200.0,2022-01-12,80.58,Bronze
CUST000219,35,Female,Seattle,WA,USA,Regular,29100.0,2020-04-22,1484.98,Bronze
CUST000220,28,Male,Los Angeles,CA,USA,New,26600.0,2024-08-23,722.13,Bronze
CUST000221,35,Male,Seattle,WA,USA,Regular,32400.0,2023-11-14,4126.8,Silver
CUST000222,41,Female,Hyderabad,Telangana,India,Budget,24600.0,2021-01-16,98.19,Bronze
CUST000223,40,Female,Vancouver,British Columbia,Canada,Regular,39400.0,2022-01-11,1596.97,Bronze
CUST000224,23,Male,Bengaluru,Karnataka,India,Regular,26300.0,2022-11-23,7519.83,Platinum
CUST000225,39,Male,Mumbai,Maharashtra,India,Regular,66400.0,2023-03-24,5181.6,Gold
CUST000226,40,Female,Hyderabad,Telangana,India,Budget,21800.0,2020-02-01,4839.55,Gold
CUST000227,70,Other,Pune,Maharashtra,India,Budget,42100.0,2020-08-02,651.57,Bronze
CUST000228,62,Female,Glasgow,Scotland,UK,Premium,125000.0,2020-09-17,4643.47,Gold
CUST000229,26,Male,Delhi,Delhi,India,Premium,40600.0,2023-07-28,10704.43,Platinum
CUST000230,34,Female,Chicago,IL,USA,Budget,17500.0,2021-12-06,3506.54,Silver
CUST000231,18,Male,Phoenix,AZ,USA,Regular,30100.0,2020-03-18,2129.79,Bronze
CUST000232,30,Female,Bengaluru,Karnataka,India,Regular,41800.0,2023-09-03,2763.03,Silver
CUST000233,42,Male,Delhi,Delhi,India,Budget,30200.0,2023-12-19,18103.14,Platinum
CUST000234,53,Male,Los Angeles,CA,USA,Regular,38800.0,2021-11-08,3882.72,Silver
CUST000235,28,Male,Montreal,Quebec,Canada,Premium,51000.0,2024-01-08,8202.54,Platinum
CUST000236,29,Male,Houston,TX,USA,Regular,76400.0,2021-03-22,649.82,Bronze
CUST000237,18,Male,Hyderabad,Telangana,India,Regular,29800.0,2020-09-08,4646.34,Gold
CUST000238,35,Female,Vancouver,British Columbia,Canada,Budget,30400.0,2022-08-23,2716.7,Silver
CUST000239,24,Female,Phoenix,AZ,USA,Premium,64300.0,2020-01-19,3644.34,Silver
CUST000240,31,Female,Toronto,Ontario,Canada,Regular,35300.0,2022-01-15,312.19,Bronze
CUST000241,26,Male,Delhi,Delhi,India,Regular,49200.0,2022-12-12,6780.57,Gold
CUST000242,36,Male,Bengaluru,Karnataka,India,Regular,72700.0,2020-08-15,2315.0,Silver
CUST000243,18,Female,Toronto,Ontario,Canada,Premium,75000.0,2021-11-20,10463.17,Platinum
CUST000244,18,Male,Pune,Maharashtra,India,Regular,29100.0,2024-04-25,6352.14,Gold
CUST000245,65,Male,London,England,UK,Budget,42400.0,2020-09-11,374.93,Bronze
CUST000246,21,Female,Delhi,Delhi,India,Premium,81600.0,2022-07-04,4278.31,Gold
CUST000247,23,Other,Phoenix,AZ,USA,New,35300.0,2023-04-17,264.97,Bronze
CUST000248,61,Male,New York,NY,USA,New,51900.0,2020-09-03,1715.02,Bronze
CUST000249,75,Female,New York,NY,USA,Regular,42000.0,2021-02-19,4921.57,Gold
CUST000250,22,Female,Los Angeles,CA,USA,Budget,65800.0,2023-01-18,904.39,Bronze
CUST000251,33,Male,Hyderabad,Telangana,India,Budget,21800.0,2020-01-29,6023.12,Gold
CUST000252,42,Female,Montreal,Quebec,Canada,Regular,60900.0,2020-08-01,4282.03,Gold
CUST000253,60,Male,Toronto,Ontario,Canada,Regular,44300.0,2024-02-19,4021.11,Silver
CUST000254,25,Male,Los Angeles,CA,USA,New,39800.0,2022-03-19,302.4,Bronze
CUST000255,34,Other,London,England,UK,Premium,55500.0,2021-10-23,12321.74,Platinum
CUST000256,48,Female,London,England,UK,Regular,30900.0,2022-12-30,1976.18,Bronze
CUST000257,43,Male,Seattle,WA,USA,Regular,45400.0,2022-05-05,7514.19,Platinum
CUST000258,33,Male,Birmingham,England,UK,Regular,24600.0,2020-01-18,2867.32,Silver
CUST000259,36,Female,Dallas,TX,USA,Regular,28000.0,2022-03-02,6899.46,Gold
CUST000260,20,Male,Montreal,Quebec,Canada,New,32900.0,2024-03-11,2129.91,Bronze
CUST000261,34,Female,Houston,TX,USA,Premium,114200.0,2020-09-27,2214.03,Silver
CUST000262,34,Female,Hyderabad,Telangana,India,Regular,37700.0,2023-04-08,2907.67,Silver
CUST000263,41,Male,Delhi,Delhi,India,Regular,37400.0,2024-03-02,4301.25,Gold
CUST000264,30,Female,Bengaluru,Karnataka,India,Budget,13500.0,2023-11-26,5515.25,Gold
CUST000265,44,Female,Chicago,IL,USA,Regular,77900.0,2020-11-05,1287.66,Bronze
CUST000266,51,Female,Phoenix,AZ,USA,Regular,59800.0,2020-02-02,2569.93,Silver
CUST000267,40,Male,Toronto,Ontario,Canada,Budget,37700.0,2024-01-29,4020.1,Silver
CUST000268,42,Male,Dallas,TX,USA,New,17000.0,2024-04-01,0.0,Bronze
CUST000269,38,Male,Dallas,TX,USA,Regular,42500.0,2020-02-21,4456.76,Gold
CUST000270,38,Female,Montreal,Quebec,Canada,Budget,14300.0,2024-05-28,5600.65,Gold
CUST000271,28,Female,Chennai,Tamil Nadu,India,Regular,51400.0,2022-03-19,1331.35,Bronze
CUST000272,42,Female,Pune,Maharashtra,India,Premium,75500.0,2023-09-07,10571.37,Platinum
CUST000273,36,Female,Dallas,TX,USA,Regular,45900.0,2024-01-03,3411.0,Silver
CUST000274,65,Male,Leeds,England,UK,Regular,26300.0,2021-12-17,3671.11,Silver
CUST000275,58,Male,Chennai,Tamil Nadu,India,Budget,13600.0,2024-02-13,4859.83,Gold
CUST000276,43,Female,New York,NY,USA,Regular,27200.0,2023-09-05,2506.72,Silver
CUST000277,28,Female,Los Angeles,CA,USA,Budget,25000.0,2021-10-07,3027.23,Silver
CUST000278,23,Female,Chicago,IL,USA,Premium,58600.0,2023-05-15,1878.24,Bronze
CUST000279,53,Male,Leeds,England,UK,Premium,73300.0,2020-01-28,6784.61,Gold
CUST000280,41,Male,Seattle,WA,USA,New,20600.0,2022-05-02,6087.73,Gold
CUST000281,44,Female,Mumbai,Maharashtra,India,Budget,21700.0,2024-06-11,2259.35,Silver
CUST000282,18,Male,Los Angeles,CA,USA,Regular,68000.0,2021-10-28,8205.41,Platinum
CUST000283,50,Male,Seattle,WA,USA,Regular,42200.0,2021-12-15,3723.35,Silver
CUST000284,43,Female,Toronto,Ontario,Canada,Premium,78100.0,2022-02-07,5129.63,Gold
CUST000285,23,Female,Toronto,Ontario,Canada,New,39200.0,2020-03-14,506.9,Bronze
CUST000286,31,Female,Hyderabad,Telangana,India,Premium,51900.0,2021-12-05,5460.44,Gold
CUST000287,41,Female,Montreal,Quebec,Canada,Regular,75700.0,2021-03-28,3350.55,Silver
CUST000288,38,Female,Seattle,WA,USA,Budget,25600.0,2021-08-25,6510.58,Gold
